"discovery_date","facility_name","closest_street_address","city","county","latitude","longitude","estimate_or_actual","volume_gallons","treated_state_of_discharge","explained_if_other","ending_date_time","expected_ending_date_time","duration_hours_minutes","corrective_actions","receiving_water_body","reason_for_discharge","other_explanation"
"2013/08/08 04:50 AM","Town of Cheektowaga","Vern Lane and Joanne Drive","Cheektowaga","Erie","42.8876319","-78.7643856","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Cayuga Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/08 09:00 AM","City of Middletown Water and Sewer Department","249 Highland Ave","Middletown","Orange","41.461784","-74.41330599999999","Unknown","","Untreated","","08/08/2013 02:00 PM","","5:00","Attempted to contain the sewer overflow with sand ","Monhagen Brook","Weather Conditions; ",">6"" of Rain in 3 hours; "
"2013/08/08 10:00 PM","Town of Virgil Sewer District #1","Unreported","Virgil","Cortland","42.51062719999999","-76.1943742","Unknown","","Untreated","","","08/10/2013 12:00 PM","38:00","Unreported","ridley creek","Weather Conditions; ","3.7 inches of rain; "
"2013/08/09 01:30 AM","Trimunicipal Wastewater Treatment Plant","Grounds between Office Bldg & Amphitheater","Wappingers Falls","Dutchess","41.5964825","-73.91096999999999","Unknown","","Untreated","","","08/09/2013 08:00 PM","18:30","Throttle down pumps at pump station to try to redu","","Weather Conditions; ","At least 8"" rain in 8 hours.; "
"2013/08/09 02:00 PM","Town of Montgomery","125 Neelytown Rd","Montgomery","Orange","41.5040991","-74.22036799999999","Unknown","","Untreated","","08/09/2013 05:00 PM","","3:00","None possible","wetlands tributary to Moodna basin","Insufficient System Capacity; Weather Conditions; ","Extreme rainfall; "
"2013/08/09 03:00 AM","Oneonta Wastewater","I 88 exit 13OFF RAMP","Oneonta","Otsego","42.4528571","-75.0637746","Actual","","Partially Treated With Disinfection","","08/09/2013 09:30 AM","","6:30","Operator was called in to set the plant up for hea","Susquahanna","Insufficient System Capacity; Weather Conditions; ","Heavy rain; "
"2013/08/09 04:00 AM","Town of Grand Island Wastewater Treatment Plant","115 Carl Rd.","Grand Island","Erie","42.99873179999999","-78.95577569999999","Unknown","","Untreated","","","08/09/2013 10:00 AM","6:00","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","heavy precipitation; "
"2013/08/09 04:00 AM","Town of Grand Island Wastewater Treatment Plant","681 East River Rd.","Grand Island","Erie","42.98036889999999","-78.95170569999999","Unknown","","Untreated","","","08/09/2013 10:00 AM","6:00","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","heavy precipitation; "
"2013/08/09 04:00 AM","Town of Grand Island Wastewater Treatment Plant","1490 East River Rd.","Grand Island","Erie","42.9994597","-78.94033069999999","Unknown","","Untreated","","","08/09/2013 10:00 AM","6:00","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","heavy precipitation; "
"2013/08/09 06:41 AM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","NA","Rush Creek","Weather Conditions; ","Rain Storm; "
"2013/08/09 06:55 AM","Labelle Pump Station","51 Labelle Ave.","Hamburg","Erie","42.7974732","-78.82989999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","NA","Rush Creek via Blasdell Ditch","Weather Conditions; ","Rain; "
"2013/08/09 06:55 AM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/09 07:06 AM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy rain; "
"2013/08/09 07:55 AM","Town of Cheektowaga","Winston Avenue near Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/09 08:05 AM","ECSD No. 3","Robin Lane at Big Tree Road","Hamburg","Erie","42.7720239","-78.8393579","Unknown","","Untreated","","","Expected ending date of discharge not reported","","NA","Foster Brook","Weather Conditions; ","Rain; "
"2013/08/09 08:10 AM","ECSD No. 3","5025 Richmond Ave.  Hamburg","Hamburg","Erie","42.6951222","-78.78608299999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","NA","Smokes Creek","Weather Conditions; ","Rain; "
"2013/08/09 08:15 AM","Village of Maybrook Waste Water Treatment Facility","Waste Water Treatment Facility ","Maybrook","Sullivan","41.4839827","-74.2176487","Unknown","","Partially Treated Without Disinfection","","08/12/2013 03:00 PM","","78:45","N/A","Tributary to Otterkill","Weather Conditions; ","High Precipitation; "
"2013/08/09 08:30 AM","Town of Newburgh Sewer Dept","Mile marker 62 NY Thruway","Newburgh","Orange","41.5034271","-74.0104178","Unknown","","Partially Treated Without Disinfection","","","Expected ending date of discharge not reported","","Unreported","","Weather Conditions; ","Heavy rain; "
"2013/08/09 08:30 AM","West Seneca Engineering Department","3331 Seneca St.  (West Seneca West HS)","West Seneca","Erie","42.8320821","-78.77510839999999","Unknown","","Untreated","","08/09/2013 01:00 PM","","4:30","Screen baskets in place to catch debris","Cazenovia Creek","Weather Conditions; ","heavy rain; "
"2013/08/09 08:50 AM","ECSD No. 3","Cloverbank Road at Lakeshore Road","Hamburg","Erie","42.7504049","-78.896592","Unknown","","Untreated","","","Expected ending date of discharge not reported","","NA","Lake Erie","Weather Conditions; ","Rain; "
"2013/08/09 09:00 AM","City of Middletown Waste Water Treatment Facility","18 Sterling St","Middletown","Orange","41.439842","-74.418317","Unknown","","Untreated","","08/09/2013 04:30 PM","","7:30","Attempted to contain the sewer overflow with sand ","Monhagen Brook","Weather Conditions; ","6+"" of Rain ; "
"2013/08/09 10:00 AM","City of Middletown Waste Water Treatment Facility","Lake Ave  at Woods Pl","Middletown","Orange","41.452824","-74.429547","Unknown","","Untreated","","08/09/2013 01:30 PM","","3:30","Attempted to contain the sewer overflow with sand ","Monhagen Brook","Weather Conditions; ","6+"" of Rain ; "
"2013/08/09 10:30 AM","City of Middletown Waste Water Treatment Facility","Watkins Ave   near ballpark","Middletown","Orange","41.4459271","-74.42293409999999","Unknown","","Untreated","","08/09/2013 02:00 PM","","3:30","Attempted to contain the sewer overflow with sand ","Monhagen Brook","Weather Conditions; ","6+"" of Rain ; "
"2013/08/09 10:45 AM","City of Newburgh WWTP","CSX Railroad tracks at the East end of Nicole Street","Newburgh","Orange","41.5034271","-74.0104178","Estimate","30000","Untreated","","","08/10/2013 12:00 AM","13:15","Not possible to contain due to volume and proximit","Hudson River","Blockage; ","CSO outfall pipe could be block or compromised as a result of CSX Railroad activity in the area.; "
"2013/08/09 11:00 AM","Village of Goshen","32 St. John Street","Village of Goshen","Orange","41.4036355","-74.32395289999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","The Village of Goshen is working on a action plan.","","Weather Conditions; ","Heavy rain storm; "
"2013/08/09 11:00 AM","Village of New Paltz DPW","4 Broadhead Ave","Village of New Paltz","Ulster","41.75219","-74.086339","Unknown","","Untreated","","08/09/2013 11:20 AM","","Less than 1 hour","Cleaned up debris and spread lime.","Tributary 13","Weather Conditions; ","Heavy Rain; "
"2013/08/09 11:00 AM","village of new paltz","5 mulberry st","village of new paltz","Ulster","41.753456","-74.085666","Unknown","","Untreated","","08/09/2013 11:20 AM","","Less than 1 hour","cleaned up debris and spread lime","tributary 13","Weather Conditions; ","heavy rain; "
"2013/08/09 11:00 AM","Village of New Paltz DPW","71 Huguenot st","Village of New Paltz","Ulster","41.7508407","-74.088123","Unknown","","Untreated","","08/09/2013 11:20 AM","","Less than 1 hour","Cleaned up debris and spread lime.","Wallkill River","Weather Conditions; ","Heavy rain; "
"2013/08/09 11:00 AM","Village of Goshen","Erie St. and Webster St.","Village of Goshen","Orange","41.405171","-74.320364","Unknown","","Untreated","","","Expected ending date of discharge not reported","","The Village of Goshen is working on a action plan.","","Weather Conditions; ","Heavy rain storm; "
"2013/08/09 11:01 AM","Village of New Paltz DPW","11 Water St","Village of New Paltz","Ulster","41.7452759","-74.090031","Unknown","","Untreated","","08/09/2013 11:20 AM","","Less than 1 hour","Cleaned up all visible debris and spread lime","Wallkill River","Weather Conditions; ","Heavy Rain; "
"2013/08/09 12:15 PM","Millbrook WWTP","Treatment Plant Outfall","Millbrook","Dutchess","41.7850937","-73.6940175","Estimate","2000","Untreated","","08/09/2013 02:00 PM","","1:45","Open Overflow Tank Gate, and installed two submers","East Branch Wappingers Creek","Weather Conditions; ","5 Inches of rain in 3.5 hours; "
"2013/08/10 06:25 AM","Washingtonville Waste Water Treatment Plant","Outfall 001 from WWTP, 3 Walt Cole Blvd.","Washingtonville","Orange","41.4268274","-74.1440413","Unknown","","Partially Treated With Disinfection","","08/10/2013 08:00 AM","","1:35","FST#3 was isolated from the flow path and liquid l","Moodna Creek","Unknown At This Time; ",""
"2013/08/12 09:45 AM","Town of Greece Sanitary Sewer System","29 Marblehead Dr","Greece","Monroe","43.224249","-77.671336","Unknown","","Untreated","","08/12/2013 11:45 AM","","2:00","None","Paddy Hill Creek, tributary to Round Pond Creek, tributary to Round Pound","Other; ","Contractors inadequate temporary bypass plan; "
"2013/08/12 12:00 PM","City of Johnstown - Department of Public Works","Pearl Street","Johnstown","Fulton","43.0108464","-74.3810242","Unknown","","Untreated","","","08/23/2013 12:00 PM","264:00","While doing annual camera maintenance inspections ","Ground Water","Unknown At This Time; ",""
"2013/08/13 02:15 AM","Town of Grand Island Wastewater Treatment Plant","1490 East River Rd.","Grand Island","Erie","42.9994597","-78.94033069999999","Actual","35400","Untreated","","08/13/2013 07:00 AM","","4:45","Institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","heavy precipitation; "
"2013/08/13 03:00 PM","City of Tonawanda","Franklin Street at the Niagara River","City of Tonawanda","Erie","43.0203347","-78.880315","Actual","134280","Untreated","","7/20/2013 : ","","","gravity overflow","Niagara River","Weather Conditions; ","3.35-inches of rain; "
"2013/08/13 03:00 PM","City of Tonawanda","Two Mile Creek 300-ft north of Fletcher","City of Tonawanda","Erie","43.0203347","-78.880315","Actual","5463","Untreated","","7/20/2013 : ","","","gravity overflow","Two Mile Creek","Weather Conditions; ","3.35-inches of rain; "
"2013/08/13 03:00 PM","City of Tonawanda","Wheeler Street at the Niagara River","City of Tonawanda","Erie","43.0203347","-78.880315","Actual","3372","Untreated","","7/20/2013 : ","","","gravity overflow","Niagara River","Weather Conditions; ","3.35-inches of rain; "
"2013/08/13 03:48 PM","Glens Falls (C) WWTP","NY0029050 submarine outfall","Glens Falls","Warren","43.3095164","-73.6440058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","WWTP is receiving flow above minimum flow for bypa","Hudson River","Other; ","Permitted per NY0029050; "
"2013/08/13 04:00 AM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/13 11:47 AM","Village of Endicott","213 Cleveland Avenue","Village of Endicott","Broome","42.099365","-76.052341","Estimate","25","Untreated","","08/13/2013 01:10 PM","","1:23","VAC Truck Flushed the 8"" Sanitary Sewer Main and c","Susquehanna River","Blockage; ","Grease and Paper Towels, Baby Wipes blocked the 8"" Sanitary Sewer Main.; "
"2013/08/14 07:40 AM","Saratoga County Sewer District","Country Village Boulevard and U.S. Route 9 (west side of Route 9  across from Giffy's  BBQ)","Clifton Park","Saratoga","42.844668","-73.8183804","Estimate","750","Untreated","","08/14/2013 09:00 AM","","1:20","Force main pipe will be encased and secured.","Unnamed intermittent stream","Other; ","stream bank caved in causing force main pipe to break; "
"2013/08/14 12:30 PM","NYCDEP","430 Carroll Street","Brooklyn","Kings","40.677325","-73.988326","Unknown","","Untreated","","","Expected ending date of discharge not reported","","On August 14, 2013 inspectors from the NYCDEP disc","GOWANUS CANAL ","Other; ","Illegal connection to storm sewer; "
"2013/08/16 04:00 PM","NYCDEP","Outfall PR172","Stapleton","Richmond","40.6288778","-74.0784785","Unknown","","Untreated","","","Expected ending date of discharge not reported","","NYCDEP-BWTCFS, BWSO, and National Water Main on si","Upper New York Bay","Unknown At This Time; ",""
"2013/08/18 08:40 AM","NYCDEP","41st Ave. east of Lawrence St.","Flushing ","Queens","40.745322","-73.8334126","Actual","4484","Untreated","","08/18/2013 10:25 AM","","1:45","Flusher truck cleaned line  of grease downstream o","Flushing River","Blockage; ","Grease buildup from restaurants in area.; "
"2013/08/20 12:15 PM","Town of Grand Island Wastewater Treatment Plant","1490 East River Rd.","Grand Island ","Erie","42.9994597","-78.94033069999999","Unknown","","Untreated","","","08/20/2013 01:00 PM","Less than one hour","none","Niagara River","Other; ","sewer repair; "
"2013/08/22 02:40 PM","City of Plattsburgh Water Pollution Control Plant","Cumberland Ave Pump Station","Plattsburgh","Clinton","44.6994873","-73.4529124","Unknown","","Untreated","","08/22/2013 02:55 PM","","Less than 1 hour","Maximized pump station pumping.","Lake Champlain","Insufficient System Capacity; Weather Conditions; ","Heavy Rain, Short Duration; "
"2013/08/22 03:35 PM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/22 03:50 PM","Town of Cheektowaga","Union Road and Ellen Drive","Cheektowaga","Erie","42.9486603","-78.7544058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Ellicott Creek/Class B","Weather Conditions; ","Rain/Snow melt; "
"2013/08/22 10:15 AM","rensselaer county sewer district","112th Street Bridge in Troy NY","Troy ","Rensselaer","42.7284117","-73.69178509999999","Unknown","","Untreated","","08/22/2013 10:30 AM","","Less than 1 hour","cleared bricks, stones and stick from the regulati","Hudson River","Blockage; ","bricks, stones and sticks; "
"2013/08/23 09:00 AM","Village of Lyons","124 Canal Street","Lyons","Wayne","43.064714","-76.986845","Unknown","","Untreated","","08/23/2013 04:50 PM","","7:50","Event over when discovered-no sewer debris observe","","Insufficient System Capacity; Weather Conditions; ","1.2"" rain per hour; "
"2013/08/23 11:00 AM","Valley Dale Sewer Treatment Plant","68 Forest Valley Rd","Pleasant Valley","Dutchess","41.72637599999999","-73.81455799999999","Unknown","","Partially Treated Without Disinfection","","08/23/2013 11:15 AM","","Less than 1 hour","Pumps were shut off to RBC.","","Blockage; ","Pipe in RBC was clogged with debris; "
"2013/08/26 02:55 PM","Town of Grand Island Wastewater Treatment Plant","681 East River Rd.","Grand Island","Erie","42.98036889999999","-78.95170569999999","Unknown","","Untreated","","","08/27/2013 08:00 AM","17:05","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; ",""
"2013/08/26 03:00 PM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 03:15 PM","Town of Grand Island Wastewater Treatment Plant","115 Carl Rd.","Grand Island","Erie","42.99873179999999","-78.95577569999999","Unknown","","Untreated","","","08/26/2013 08:00 AM","","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","heavy precipitation; "
"2013/08/26 03:16 PM","Town of Grand Island Wastewater Treatment Plant","1490 East River Rd.","Grand Island","Erie","42.9994597","-78.94033069999999","Unknown","","Untreated","","","08/27/2013 08:00 AM","16:44","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","heavy precipitation; "
"2013/08/26 03:25 PM","Town of Cheektowaga","Union Road and Ellen Drive","Cheektowaga","Erie","42.9486603","-78.7544058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Ellicott Creek/Class B","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 03:33 PM","Town of Cheektowaga","Allendale Road at Southgate Road","Cheektowaga","Erie","42.941004","-78.7976149","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 03:35 PM","Niagara Falls Water Board","81 Frontier Ave Lift Station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/08/26 03:39 PM","Town of Cheektowaga","RT. 33 Expressway at Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 03:39 PM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Rush Creek","Weather Conditions; ","Heavy localized rain; "
"2013/08/26 03:40 PM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2013/08/26 03:40 PM","Town of Cheektowaga","Burke Drive at Century Road","Cheektowaga","Erie","42.9459409","-78.7968247","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 03:40 PM","Town of Cheektowaga","Winston Avenue near Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 03:45 PM","Town of Cheektowaga","Kensington Avenue and Century Road","Cheektowaga","Erie","42.9450628","-78.7961729","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 03:45 PM","Town of Cheektowaga","Vern Lane and Joanne Drive","Cheektowaga","Erie","42.8876319","-78.7643856","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Cayuga Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 03:54 PM","Town of Cheektowaga","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Scajaquada Creek","Weather Conditions; ","Heavy Rain; "
"2013/08/26 03:55 PM","Town of Cheektowaga","Eggert Road near Cedar Road","Cheektowaga","Erie","42.936948","-78.798901","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 04:20 PM","Town of Cheektowaga","2730 Harlem Road","Cheektowaga","Erie","42.91847509999999","-78.7842902","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/26 11:00 PM","North Tonawanda Public Works","wastewater treatment plant on river road","North Tonawanda","Niagara","43.0412782","-78.8878792","Estimate","150150","Untreated","","08/30/2013 06:00 AM","","79:00","Main sanitary sewer collapse at16th avenue and Pay","Niagara River,Outfall # 241","Blockage; ","Sanitary Main pipe collapse; "
"2013/08/27 01:00 AM","Oneonta wastewater","I 88 EXIT 13 OFF RAMP","ONEONTA","Otsego","42.4528571","-75.0637746","Actual","310000","Partially Treated With Disinfection","","08/27/2013 01:30 AM","","Less than 1 hour","We set the plant up for heavy flow.","Susquehanna river","Weather Conditions; ","Heavy rain; "
"2013/08/27 11:45 PM","Town of Grand Island Wastewater","1490 East River Rd","Grand Island","Erie","42.9994597","-78.94033069999999","Unknown","","Untreated","","","08/28/2013 08:00 AM","8:15","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","Heavy Precipitation; "
"2013/08/27 11:45 PM","Town of Grand Island Wastewater","1490 East River Rd","Grand Island","Erie","42.9994597","-78.94033069999999","Unknown","","Untreated","","","08/28/2013 08:00 AM","8:15","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","Heavy Precipitation; "
"2013/08/28 01:30 AM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/08/28 12:15 AM","Town of Grand Island Wastewater","115 Carl Rd","Grand Island","Erie","42.99873179999999","-78.95577569999999","Unknown","","Untreated","","","08/28/2013 09:00 AM","8:45","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","Heavy Precipitation; "
"2013/08/28 12:30 AM","Town of Grand Island Wastewater","681 East River Rd","Grand Island","Erie","42.98036889999999","-78.95170569999999","Unknown","","Untreated","","","08/28/2013 10:00 AM","9:30","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","Heavy Precipitation; "
"2013/08/28 12:58 AM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2013/08/29 01:14 PM","Town of Grand Island Wastewater Treatment Plant","1487 East River Road","Grand Island","Erie","42.9991883","-78.9406096","Unknown","","Untreated","","","8/29/2013 : ","","N/A","Niagara River","Insufficient System Capacity; Other; ","Whitehaven Road Project; "
"2013/08/30 11:00 AM","NYCDEP","Annadale Road and Arthur Kill Road","Arden Heights","Richmond","40.5637616","-74.17754069999999","Estimate","100","Untreated","","08/30/2013 11:15 AM","","Less than 1 hour","On August 30, 2013 NYC311 received a notification ","Kill Van Kull","Blockage; ","Grease blockage; "
"2013/08/31 01:56 AM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2013/08/31 02:00 AM","Lackawanna Wastewater Treatment Facility","260 Lehigh St.","Lackawanna","Erie","42.81974690000001","-78.83953579999999","Unknown","","Untreated","","08/31/2013 02:20 AM","","Less than 1 hour","An additional influent screw pump was started manu","","Other; ","System failure to activate second influent pump; "
"2013/08/31 02:15 AM","Glens Falls (C) WWTP","NY0029050 submarine outfall","Glens Falls","Warren","43.3095164","-73.6440058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","WWTP is receiving flow above minimum flow for bypa","Hudson River","Other; ","Permitted per NY0029050; "
"2013/08/31 02:45 AM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","08/31/2013 01:49 AM","","","n/a","Rush Creek","Weather Conditions; ","Localized heavy rain; "
"2013/08/31 08:00 AM","NYCDEP","6700 Shore Rd. Pkwy.","Brooklyn","Kings","40.6264465","-74.03970079999999","Unknown","","Other","Sludge spill","","Expected ending date of discharge not reported","","Began backfeeding secondary digesters #5& #6 to pr","Lower N.Y. Harbor","Other; ","Digester overfilled.; "
"2013/08/31 09:13 PM","Glens Falls (C) WWTP","NY0029050 submarine outfall","Glens Falls","Warren","43.3095164","-73.6440058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","WWTP is receiving flow above minimum flow for bypa","Hudson River","Other; ","Permitted per NY0029050; "
"2013/09/02 04:30 PM","Village of Liberty WWTF","52 Sullivan ave, days inn","Liberty","Sullivan","41.8012001","-74.74655","Unknown","","Untreated","","09/02/2013 05:30 PM","","Less than 1 hour","Both pumps running and could not keep up with flow","Middle Mongaup River","Weather Conditions; ","Heavy rains in short amount of time; "
"2013/09/02 06:45 PM","Sauquoit Creek Pumping Station","3960 ft N, Whitesboro St-Oriskany Blvd intesect","Whitestown","Oneida","43.1381536","-75.32955699999999","Actual","5800000","Partially Treated Without Disinfection","","","09/03/2013 09:00 AM","14:15","Wet weather flows to the Sauquoit Creek Pumping St","Mohawk River","Weather Conditions; ","Wet weather exceeds capacity; "
"2013/09/02 07:00 PM","City of Little Falls WWTP","South Ann St. Bridge","Little Falls","Herkimer","43.0434039","-74.8595957","Actual","41020","Untreated","","","Expected ending date of discharge not reported","","Accept Maximum Flow at WWTP","Mohawk River","Weather Conditions; ","Heavy Rain, Runoff; "
"2013/09/02 08:25 PM","Glens Falls (C) WWTP","NY0029050 submarine outfall","Glens Falls","Warren","43.3095164","-73.6440058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","WWTP is receiving flow above minimum flow for bypa","Hudson River","Other; ","Permitted per NY0029050; "
"2013/09/02 09:10 PM","Oneonta wastewater","I 88 EXIT 13 OFF RAMP","Oneonta","Otsego","42.4528571","-75.0637746","Actual","","Partially Treated With Disinfection","","09/02/2013 09:20 PM","","Less than 1 hour","Chris Pelligra was called in to set the plant up f","Susquehanna river","Weather Conditions; ","Heavy rain; "
"2013/09/03 08:00 AM","City of Oswego Westside Wastewater","Steam station loading dock","oswego","Oswego","43.4553461","-76.5104973","Actual","213000","Untreated","","09/02/2013 02:05 AM","","","We are under consent decree and are currently expa","Lake Ontario","Insufficient System Capacity; Weather Conditions; ","heavy rain; "
"2013/09/03 08:00 AM","City of Oswego Westside Wastewater","Steam station loading dock","oswego","Oswego","43.4553461","-76.5104973","Actual","251000","Untreated","","09/02/2013 08:11 PM","","","We are under consent decree and are currently expa","Lake Ontario","Insufficient System Capacity; Weather Conditions; ","heavy rain; "
"2013/09/03 12:00 AM","Town of Willsboro WWTP","76 Gilliland Lane","Willsboro","Essex","44.367529","-73.390361","","245000","Partially Treated","","","9/11/2013 : ","","RBC treatment is failing; town is making repairs a","Boquet River","Other; ","Structural failure of RBC; "
"2013/09/05 02:30 PM","City of Poughkeepsie WPCP","200 Rinaldi Blvd","Poughkeepsie","Dutchess","41.6981139","-73.9406039","Actual","3500","Partially Treated Without Disinfection","","09/05/2013 02:45 PM","","Less than 1 hour","level sensor failure caused the pumps to go air bo","Hudson River","Other; ","Level sensor malfunction; "
"2013/09/05 04:15 PM","Brighton Consolidated Sewer District","Building 5, Knollbrook Apartments","Brighton","Monroe","43.123333","-77.568056","Unknown","","Untreated","","09/05/2013 05:00 PM","","Less than 1 hour","Cleaned sanitary main","Irondequoit Creek","Other; ","Rags in pipe; "
"2013/09/05 08:32 AM","Town of Grand Island Wastewater Treatment Plant","115 Carl Rd","Grand Island","Erie","42.99873179999999","-78.95577569999999","Unknown","","Untreated","","","09/05/2013 02:30 PM","5:58","Institute I/I engineering study to eliminate SSO","Niagara River","Other; ","Emergency sewer replacement project - Whitehaven Rd; "
